content,product
"Looking to replace the beam type wiper blades on my 2021 Winnebago Adventurer 27N with either conventional or hybrid. The wiper arms have J-hook ends and the blade length is 800mm(32"").

The J-hook on the wiper arms measure 8.5 mm wide, the space inside the hook is about 10.5 mm and the length of the hook is about 32 mm.

I have no idea how to size this when shopping for blades. Google searches are vague at best. These forums mention blades for lot of different coach builders, which use different sizes. I ordered Trico 67-324 from Amazon (because they state they are for RV's) and the hook is sloppy on the blade mount; the width of the slot on the blade is much larger than the arm hook and there is too much play on the inside (10.5mm) hook clearance. There are no adapters included with these blades.

The Winnebago manual has no mention of wipers. I called Winnebago Customer Care, and they told me they have no idea what size the wiper arms accept, but I could buy replacements by calling Mobility RV. I do not want replacements; the beam type blades do not make good contact with the windshield at the tips.

Anyone know how to size the blades? Recommended replacements? I would like to stick to buying at Amazon because, like in the case of the set I just tried, returns are very easy. ",Wiper Parts
I can’t give you a specific measurement but there two size J hooks. You apparently got a wide blade J hook and have a narrow J hook on the wiper arm.,Wiper Parts
"While I can't answer your specific question, I believe MH mfgs frequently change the type of wipers depending on what's available/price etc when they are building them. I have not replaced the wipers on my Precept yet, but on my previous MH that had the 32"" long blades, I changed to 28"" long which reduced the ""drag"" and ""skipping"" quite a bit. I had read on the forums that many had done that and were happy with the results. The 28"" length cleans plenty of area for adequate vision. Here is a link to another thread and I'm sure there are others if you do a search.",Wiper Parts
"I just checked the arm J -hook using a blade off of my Ford Expedition. The width appears correct (9mm?) but the fit is no good because there is too much slop inside the hook. So there must be more to it than just a 12mm and 9mm fit. So even going to 28 inch long blades, which are commonly available, does not solve the J-hook fit issue. Very annoying.",Wiper Parts
"The blade length is the thing that really matters when shopping for blades. Any set of blades I have bought in the last 30 years comes with adapters to fit the different sizes and styles of clips. For our Vista we just buy 32"" Trico blades on Amazon.",Wiper Parts
The adapter would be the most important thing for you. That said I bought 28” Rain X and I am happy with them. The two inch difference at the top and bottom made no difference in my sight line and I found the less surface area was cleaning better on the highway.,Wiper Parts
Take the old ones into Napa. They will order them if not in stock and most of the time it's only a day or so. They will mount them to the arms if you bring them in. Satisfaction every time.,Wiper Parts
"When we need to replace our motorcoach's wiper blades we'll remove them and go into auto parts store or Walmart, was easy enough to match up size and there was adapters included for most any type of wiper arm. Where we live and do most of our RVing (4 corner states) we replace our wipers due primarily to dry rot, since they are rarely used for driving our rig during a rainstorm we just pick a medium grade wiper for every vehicle we own. Although I order most everything from Amazon, wiper blades are common enough to pick up locally wherever we happen to be, at least that is what we have experienced over several decades and dozens of vehicles, hope you find a set of wipers for your rig that fits your wiper arm properly.",Wiper Parts
"I bought 32"" Trico RV blades from Amazon. They do not fit the j hook and did not come with adaptors",Wiper Parts
"We have the AM wiper assemblies, with the blades that have a hole for a small bolt to attach to the arm. 28"". We very seldom drive in snow/sleet (I adjust our travels as best I can to avoid such weather.), so rain is easily 99% of expected usage.

We do have a single piece windshield with slight sweeping curves. Vs two piece that can at times be primarily flat.

As our pair are still serviceable, wanted to do a deeper dive and ask for input from the collective Class A owner's on wiper blades that they feel are superior.

I can always order the AM replacement blades, if they feedback is that it really does not matter!!

TIA for any info sharing, and best to all,
Smitty ",Wiper Parts
"I would look at the TRICO RV Wiper Blade (28""),Black (67-284). They are very heavy duty. I use a diffrent size but same family of 67-xxx numbers. The 67-284 trico are what I would get if i had 28""",Wiper Parts
x2 on the Trico Blades,Wiper Parts
"I'm a ""fan"" of Wiper Technology blades. I used them on all my motorhomes with complete satisfaction. They're in the same price range as the Trico heavy duty ones so I don't think you'll go wrong with either.

Wiper Technology blades have been sold by RVupgrades.com for years (RVupgrades is an iRV2 vendor and the owner is the founder of the iRV2 forums) and I've bought not only wiper blades but other accessories etc. at RVupgrades for a long time. Excellent service and fast shipping (and no, I'm not an employee and do NOT receive any kickbacks for mentioning iRV2 sponsors and vendors).

Wiper Technology blades perform well, are heavy duty, and are designed with motorhomes in mind. Here is their motorhome catalog ...go HERE. A 2007 Country Coach Magna is listed on page 11 and it indicates a WT6-32. Is yours a 32"" blade?

Here it is at RVupgrades.com:

Wiper Technologies WT6-32 Heavy Duty Wiper Blade - 32"" ",Wiper Parts
"[QUOTE=theroc;6475612]I'm a ""fan"" of Wiper Technology blades. I used them on all my motorhomes with complete satisfaction. They're in the same price range as the Trico heavy duty ones so I don't think you'll go wrong with either.

Wiper Technology blades have been sold by RVupgrades.com for years (RVupgrades is an iRV2 vendor and the owner is the founder of the iRV2 forums) and I've bought not only wiper blades but other accessories etc. at RVupgrades for a long time. Excellent service and fast shipping (and no, I'm not an employee and do NOT receive any kickbacks for mentioning iRV2 sponsors and vendors).

Wiper Technology blades perform well, are heavy duty, and are designed with motorhomes in mind. Here is their motorhome catalog ...go HERE. A 2007 Country Coach Magna is listed on page 11 and it indicates a WT6-32. Is yours a 32"" blade?

Here it is at RVupgrades.com:
[URL=""https://www.rvupgradestore.com/tru-vision-32-heavy-duty-wipers-


Thanks for the link to the WT6-32. Our coach currently has 28"" on them, but possible a previous owner dropped the size down. And I agree hard to go wrong with either one. (I've run Trico on other vehicles, including our 98 Bounder!)

Have frequently bought items from RVupgrades, and knew the story behind them Will look over the Wiper Technology blades.

Smitty",Wiper Parts
